Frame,Visibility,X,Y
178,1,1160,595
179,1,1157,569
180,1,1158,549
181,1,1165,525
182,1,1165,510
183,1,1170,480
184,1,1170,470
185,1,1175,454
186,1,1180,445
187,1,1185,439
188,1,1190,435
189,1,1195,435
190,1,1200,429
191,1,1205,429
192,1,1210,429
193,1,1210,435
194,1,1215,439
195,1,1225,450
196,1,1230,454
197,1,1240,470
198,1,1245,485
199,1,1250,490
200,1,1260,510
201,1,1265,519
202,1,1270,540
203,1,1276,554
204,1,1280,565
205,1,1281,571
206,1,1303,577
207,1,1313,574
208,1,1328,532
209,1,1341,497
210,1,1341,463
211,1,1361,439
212,1,1373,436
213,1,1385,433
214,1,1395,439
215,1,1410,439
216,1,1420,445
217,1,1430,445
218,1,1440,450
219,1,1460,460
220,1,1470,460
221,1,1485,474
222,1,1500,490
223,1,1510,495
224,1,1520,510
225,1,1530,519
226,1,1540,540
227,1,1555,555
228,1,1560,550
229,1,1565,544
230,1,1570,540
231,1,1580,540
232,1,1585,540
233,1,1590,540
234,1,1595,544
235,1,1600,544
236,1,1605,555
237,1,1610,560
238,1,1615,560
239,1,1625,560
240,1,1630,560
241,1,1635,564
242,1,1640,564
243,1,1645,564
244,1,1650,564
245,1,1660,570
246,1,1660,570
247,1,1665,570
248,1,1670,570
249,1,1675,570
250,1,1685,570
251,1,1690,570
252,1,1690,570
253,1,1695,570
254,1,1700,570
255,1,1692,573
256,1,1706,581
257,1,1711,581
258,1,1726,587
259,1,1728,595
260,1,1727,590
261,1,1720,584
262,1,1714,577
263,1,1725,574
264,1,1725,574
265,1,1730,574
266,1,1730,574
267,1,1740,574
268,1,1745,574
269,1,1745,574
270,1,1750,574
271,1,1750,574
272,1,1755,574
273,1,1755,574
274,1,1755,574
275,1,1760,574
276,1,1760,574
277,1,1765,580
278,1,1770,580
279,1,1770,580
280,1,1775,580
281,1,1775,580
282,1,1775,580
283,1,1780,580
284,1,1780,580
285,1,1785,580
286,1,1785,580
287,1,1785,580
288,1,1785,580
289,1,1790,580
290,1,1790,580
291,1,1790,580
292,1,1790,585
293,1,1795,585
294,1,1795,580
295,1,1800,580
296,1,1800,580
297,1,1800,580
298,1,1800,580
299,1,1800,580
300,1,1800,580
301,1,1800,580
302,1,1800,580
303,1,1800,580
304,1,1800,580
305,1,1800,580
306,1,1805,585
307,1,1805,585
308,1,1805,585
309,1,1805,580
310,1,1810,580
311,1,1810,580
312,1,1810,580
313,1,1810,580
314,1,1810,580
315,1,1810,580
316,1,1810,580
317,1,1810,580
318,1,1810,580
319,1,1805,580
320,1,1805,580
321,1,1805,580
322,1,1805,580
323,1,1805,580
324,1,1805,585
325,1,1805,585
326,1,1805,580
327,1,1805,580
328,1,1805,585
329,1,1805,585
330,1,1805,580
331,1,1805,580
332,1,1805,580
333,1,1805,580
334,1,1805,580
335,1,1805,580
336,1,1805,580
337,1,1805,580
338,1,1805,580
339,1,1805,580
340,1,1805,580
341,1,1805,580
342,1,1805,580
343,1,1805,580
344,1,1805,580
345,1,1805,580
346,1,1805,580
347,1,1805,585
348,1,1805,585
349,1,1805,585
350,1,1805,585
351,1,1805,585
352,1,1805,585
353,1,1805,585
354,1,1805,585
355,1,1805,585
356,1,1805,585
357,1,1805,585
358,1,1805,585
359,1,1805,580
360,1,1805,580
